cards_table_id,card_canonical_code,card_name,card_rarity,card_source,cv_card_variant_id,cv_card_variants_card_id,cv_print_id,cv_tcgplayer_product_id,cv_variant,cv_variant_label,cv_variant_source,cv_image_path,cv_image_url,printing_market_map_id,printing_id,printing_market_map_market_product_internal_fk,pmm_mapping_confidence,pmm_mapping_method,mp_market_products_internal_id,mp_market_product_id,mp_product_name,mp_clean_name,mp_ext_number,mp_rarity_market,mp_subtype,mp_market_product_source,mpr_market_prices_id,market_product_fk,mpr_low_price,mpr_mid_price,mpr_high_price,mpr_market_price,mpr_direct_low_price,mpr_listed_median_price,mpr_captured_at,mpr_mpr_source_name,print_id_trim,has_printing_market_map,has_market_product_via_map,has_market_price_via_chain,has_tcgplayer_column_price,has_variant_image_fields,has_image_assets_row,failure_stage
379,OP02-013,Portgas.D.Ace,SR,,1227,379,OP02-013_p2,,parallel_2,Parallel 2,official-cardlist,OP02/parallel/OP02-013_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-013_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-013_p2,0,0,0,0,1,0,missing_printing_market_map
379,OP02-013,Portgas.D.Ace,SR,,1228,379,OP02-013_p3,,parallel_3,Parallel 3,official-cardlist,OP08/parallel/OP02-013_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-013_p3.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-013_p3,0,0,0,0,1,0,missing_printing_market_map
379,OP02-013,Portgas.D.Ace,SR,,1229,379,OP02-013_p5,,parallel_5,Parallel 5,official-cardlist,ANN2JP/parallel/OP02-013_p5.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-013_p5.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-013_p5,0,0,0,0,1,0,missing_printing_market_map
379,OP02-013,Portgas.D.Ace,SR,,1230,379,OP02-013_r1,,r1,R1,official-cardlist,PRB01/reprint/OP02-013_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-013_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-013_r1,0,0,0,0,1,0,missing_printing_market_map
379,OP02-013,Portgas.D.Ace,SR,,1231,379,OP02-013::s p,,sp,S P,local-catalog,thumbs/OP02-013SP.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-013::s p,0,0,0,0,1,0,missing_printing_market_map
380,OP02-014,Whitey Bay,UC,,1232,380,OP02-014,,base,Base,official-cardlist,OP02/base/OP02-014.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-014.png?260305,229,1232,520,HIGH,exact_code_plus_base_flag,520,486334,Whitey Bay,Whitey Bay,OP02-014,UC,,tcgcsv,520,520,0.02,0.18,5.0,0.11,,,2026-04-02 02:58:10,tcgcsv,OP02-014,1,1,1,0,1,0,missing_tcgplayer_product_id_only
381,OP02-015,Makino,UC,,1234,381,OP02-015,,base,Base,official-cardlist,OP02/base/OP02-015.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-015.png?260305,230,1234,521,HIGH,exact_code_plus_base_flag,521,486335,Makino,Makino,OP02-015,UC,,tcgcsv,521,521,0.09,0.25,4.99,0.16,,,2026-04-02 02:58:10,tcgcsv,OP02-015,1,1,1,0,1,0,missing_tcgplayer_product_id_only
381,OP02-015,Makino,UC,,1235,381,OP02-015::2,,operator_review,2,local-catalog,thumbs/OP02-015 (2).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-015::2,0,0,0,0,1,0,missing_printing_market_map
381,OP02-015,Makino,UC,,1236,381,OP02-015::alt,,alt,Alt,local-catalog,thumbs/OP02-015(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-015::alt,0,0,0,0,1,0,missing_printing_market_map
381,OP02-015,Makino,UC,,1237,381,OP02-015_p1,,parallel_1,Parallel 1,official-cardlist,ANN1JP/parallel/OP02-015_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-015_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-015_p1,0,0,0,0,1,0,missing_printing_market_map
381,OP02-015,Makino,UC,,1238,381,OP02-015_p3,,parallel_3,Parallel 3,official-cardlist,PRB01/parallel/OP02-015_p3.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-015_p3.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-015_p3,0,0,0,0,1,0,missing_printing_market_map
381,OP02-015,Makino,UC,,1239,381,OP02-015_p4,,parallel_4,Parallel 4,official-cardlist,PRB01/parallel/OP02-015_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-015_p4.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-015_p4,0,0,0,0,1,0,missing_printing_market_map
381,OP02-015,Makino,UC,,1240,381,OP02-015::prb01alt,,alt,Prb01Alt,local-catalog,thumbs/OP02-015(PRB01alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-015::prb01alt,0,0,0,0,1,0,missing_printing_market_map
381,OP02-015,Makino,UC,,1241,381,OP02-015_r1,,r1,R1,official-cardlist,PRB01/reprint/OP02-015_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-015_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-015_r1,0,0,0,0,1,0,missing_printing_market_map
382,OP02-016,Magura,C,,1242,382,OP02-016,,base,Base,official-cardlist,OP02/base/OP02-016.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-016.png?260305,231,1242,522,HIGH,exact_code_plus_base_flag,522,486336,Magura,Magura,OP02-016,C,,tcgcsv,522,522,0.02,0.2,5.0,0.09,,,2026-04-02 02:58:10,tcgcsv,OP02-016,1,1,1,0,1,0,missing_tcgplayer_product_id_only
383,OP02-017,Masked Deuce,R,,1244,383,OP02-017,,base,Base,official-cardlist,OP02/base/OP02-017.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-017.png?260305,226,1244,517,HIGH,exact_code_plus_base_flag,517,485864,Masked Deuce (Alternate Art),Masked Deuce Alternate Art,OP02-017,R,,tcgcsv,517,517,2.45,3.6,39.99,2.84,,,2026-04-02 02:58:10,tcgcsv,OP02-017,1,1,1,0,1,0,missing_tcgplayer_product_id_only
383,OP02-017,Masked Deuce,R,,1246,383,OP02-017::alt,,alt,Alt,local-catalog,thumbs/OP02-017ALT.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-017::alt,0,0,0,0,1,0,missing_printing_market_map
383,OP02-017,Masked Deuce,R,,1247,383,OP02-017_p1,,parallel_1,Parallel 1,official-cardlist,OP02/parallel/OP02-017_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-017_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-017_p1,0,0,0,0,1,0,missing_printing_market_map
384,OP02-018,Marco,R,,1248,384,OP02-018,,base,Base,official-cardlist,OP02/base/OP02-018.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-018.png?260305,225,1248,516,HIGH,exact_code_plus_base_flag,516,485863,Marco (Alternate Art),Marco Alternate Art,OP02-018,R,,tcgcsv,516,516,5.0,7.73,44.99,6.22,,,2026-04-02 02:58:10,tcgcsv,OP02-018,1,1,1,0,1,0,missing_tcgplayer_product_id_only
384,OP02-018,Marco,R,,1250,384,OP02-018::alt,,alt,Alt,local-catalog,thumbs/OP02-018(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-018::alt,0,0,0,0,1,0,missing_printing_market_map
384,OP02-018,Marco,R,,1251,384,OP02-018::alt art 2,,alt,Alt Art 2,local-catalog,thumbs/OP02-018(alt2).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-018::alt art 2,0,0,0,0,1,0,missing_printing_market_map
384,OP02-018,Marco,R,,1252,384,OP02-018_p1,,parallel_1,Parallel 1,official-cardlist,OP02/parallel/OP02-018_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-018_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-018_p1,0,0,0,0,1,0,missing_printing_market_map
384,OP02-018,Marco,R,,1253,384,OP02-018_p4,,parallel_4,Parallel 4,official-cardlist,PRB01/parallel/OP02-018_p4.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-018_p4.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-018_p4,0,0,0,0,1,0,missing_printing_market_map
384,OP02-018,Marco,R,,1254,384,OP02-018_p5,,parallel_5,Parallel 5,official-cardlist,PRB01/parallel/OP02-018_p5.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-018_p5.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-018_p5,0,0,0,0,1,0,missing_printing_market_map
384,OP02-018,Marco,R,,1255,384,OP02-018_p6,,parallel_6,Parallel 6,official-cardlist,PRB01/parallel/OP02-018_p6.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-018_p6.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-018_p6,0,0,0,0,1,0,missing_printing_market_map
384,OP02-018,Marco,R,,1256,384,OP02-018::prb01alt,,alt,Prb01Alt,local-catalog,thumbs/OP02-018(PRB01alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-018::prb01alt,0,0,0,0,1,0,missing_printing_market_map
384,OP02-018,Marco,R,,1257,384,OP02-018::prb01alt2,,alt,Prb01Alt2,local-catalog,thumbs/OP02-018(PRB01alt2).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-018::prb01alt2,0,0,0,0,1,0,missing_printing_market_map
384,OP02-018,Marco,R,,1258,384,OP02-018_r1,,r1,R1,official-cardlist,ST15/reprint/OP02-018_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-018_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-018_r1,0,0,0,0,1,0,missing_printing_market_map
384,OP02-018,Marco,R,,1259,384,OP02-018_r2,,r2,R2,official-cardlist,PRB01/reprint/OP02-018_r2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-018_r2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-018_r2,0,0,0,0,1,0,missing_printing_market_map
385,OP02-019,Rakuyo,UC,,1260,385,OP02-019,,base,Base,official-cardlist,OP02/base/OP02-019.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-019.png?260305,234,1260,525,HIGH,exact_code_plus_base_flag,525,486339,Rakuyo,Rakuyo,OP02-019,UC,,tcgcsv,525,525,0.01,0.15,5.0,0.09,,,2026-04-02 02:58:10,tcgcsv,OP02-019,1,1,1,0,1,0,missing_tcgplayer_product_id_only
385,OP02-019,Rakuyo,UC,,1262,385,OP02-019_r1,,r1,R1,official-cardlist,ST15/reprint/OP02-019_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-019_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-019_r1,0,0,0,0,1,0,missing_printing_market_map
386,OP02-020,LittleOars Jr.,C,,1263,386,OP02-020,,base,Base,official-cardlist,OP02/base/OP02-020.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-020.png?260305,235,1263,526,HIGH,exact_code_plus_base_flag,526,486340,LittleOars Jr.,LittleOars Jr,OP02-020,C,,tcgcsv,526,526,0.01,0.15,5.0,0.07,,,2026-04-02 02:58:10,tcgcsv,OP02-020,1,1,1,0,1,0,missing_tcgplayer_product_id_only
387,OP02-021,Seaquake,R,,1265,387,OP02-021,,base,Base,official-cardlist,OP02/base/OP02-021.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-021.png?260305,236,1265,527,HIGH,exact_code_plus_base_flag,527,486341,Seaquake,Seaquake,OP02-021,R,,tcgcsv,527,527,0.06,0.35,25.0,0.3,,,2026-04-02 02:58:10,tcgcsv,OP02-021,1,1,1,0,1,0,missing_tcgplayer_product_id_only
388,OP02-022,Whitebeard Pirates,UC,,1267,388,OP02-022,,base,Base,official-cardlist,OP02/base/OP02-022.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-022.png?260305,237,1267,528,HIGH,exact_code_plus_base_flag,528,486342,Whitebeard Pirates,Whitebeard Pirates,OP02-022,UC,,tcgcsv,528,528,0.05,0.25,10.0,0.17,,,2026-04-02 02:58:10,tcgcsv,OP02-022,1,1,1,0,1,0,missing_tcgplayer_product_id_only
388,OP02-022,Whitebeard Pirates,UC,,1269,388,OP02-022_p1,,parallel_1,Parallel 1,official-cardlist,ST1520RE/parallel/OP02-022_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-022_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-022_p1,0,0,0,0,1,0,missing_printing_market_map
389,OP02-023,You May Be a Fool...but I Still Love You,C,,1270,389,OP02-023,,base,Base,official-cardlist,OP02/base/OP02-023.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-023.png?260305,238,1270,529,HIGH,exact_code_plus_base_flag,529,486343,You May Be a Fool...but I Still Love You,You May Be a Foolbut I Still Love You,OP02-023,C,,tcgcsv,529,529,0.01,0.15,10.0,0.06,,,2026-04-02 02:58:10,tcgcsv,OP02-023,1,1,1,0,1,0,missing_tcgplayer_product_id_only
389,OP02-023,You May Be a Fool...but I Still Love You,C,,1272,389,OP02-023_r1,,r1,R1,official-cardlist,ST15/reprint/OP02-023_r1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-023_r1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-023_r1,0,0,0,0,1,0,missing_printing_market_map
390,OP02-024,Moby Dick,C,,1273,390,OP02-024,,base,Base,official-cardlist,OP02/base/OP02-024.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-024.png?260305,239,1273,530,HIGH,exact_code_plus_base_flag,530,486344,Moby Dick,Moby Dick,OP02-024,C,,tcgcsv,530,530,0.01,0.25,5.0,0.2,,,2026-04-02 02:58:10,tcgcsv,OP02-024,1,1,1,0,1,0,missing_tcgplayer_product_id_only
391,OP02-025,Kin'emon,L,,1275,391,OP02-025,,base,Base,official-cardlist,OP02/base/OP02-025.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-025.png?260305,195,1275,486,HIGH,exact_code_plus_base_flag,486,483629,Kin'emon (Alternate Art),Kinemon Alternate Art,OP02-025,L,,tcgcsv,486,486,39.99,47.79,250.0,47.77,,,2026-04-02 02:58:10,tcgcsv,OP02-025,1,1,1,0,1,0,missing_tcgplayer_product_id_only
391,OP02-025,Kin'emon,L,,1277,391,OP02-025::alt,,alt,Alt,local-catalog,thumbs/OP02-025_Alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-025::alt,0,0,0,0,1,0,missing_printing_market_map
391,OP02-025,Kin'emon,L,,1278,391,OP02-025_p1,,parallel_1,Parallel 1,official-cardlist,OP02/parallel/OP02-025_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-025_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-025_p1,0,0,0,0,1,0,missing_printing_market_map
392,OP02-026,Sanji,L,,1279,392,OP02-026,,base,Base,official-cardlist,OP02/base/OP02-026.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-026.png?260305,194,1279,485,HIGH,exact_code_plus_base_flag,485,483628,Sanji (Alternate Art),Sanji Alternate Art,OP02-026,L,,tcgcsv,485,485,134.99,180.52,399.0,171.03,,,2026-04-02 02:58:10,tcgcsv,OP02-026,1,1,1,0,1,0,missing_tcgplayer_product_id_only
392,OP02-026,Sanji,L,,1281,392,OP02-026::alt,,alt,Alt,local-catalog,thumbs/OP02-026_Alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-026::alt,0,0,0,0,1,0,missing_printing_market_map
392,OP02-026,Sanji,L,,1282,392,OP02-026_p1,,parallel_1,Parallel 1,official-cardlist,OP02/parallel/OP02-026_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-026_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-026_p1,0,0,0,0,1,0,missing_printing_market_map
393,OP02-027,Inuarashi,UC,,1283,393,OP02-027,,base,Base,official-cardlist,OP02/base/OP02-027.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-027.png?260305,242,1283,533,HIGH,exact_code_plus_base_flag,533,486347,Inuarashi,Inuarashi,OP02-027,UC,,tcgcsv,533,533,0.03,0.2,5.0,0.12,,,2026-04-02 02:58:10,tcgcsv,OP02-027,1,1,1,0,1,0,missing_tcgplayer_product_id_only
394,OP02-028,Usopp,C,,1285,394,OP02-028,,base,Base,official-cardlist,OP02/base/OP02-028.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-028.png?260305,243,1285,534,HIGH,exact_code_plus_base_flag,534,486348,Usopp,Usopp,OP02-028,C,,tcgcsv,534,534,0.01,0.15,5.0,0.09,,,2026-04-02 02:58:10,tcgcsv,OP02-028,1,1,1,0,1,0,missing_tcgplayer_product_id_only
394,OP02-028,Usopp,C,,1287,394,OP02-028_p1,,parallel_1,Parallel 1,official-cardlist,ST11/parallel/OP02-028_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-028_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-028_p1,0,0,0,0,1,0,missing_printing_market_map
395,OP02-029,Carrot,R,,1288,395,OP02-029,,base,Base,official-cardlist,OP02/base/OP02-029.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-029.png?260305,244,1288,535,HIGH,exact_code_plus_base_flag,535,486349,Carrot,Carrot,OP02-029,R,,tcgcsv,535,535,0.25,0.61,10.0,0.55,,,2026-04-02 02:58:10,tcgcsv,OP02-029,1,1,1,0,1,0,missing_tcgplayer_product_id_only
395,OP02-029,Carrot,R,,1290,395,OP02-029::alt,,alt,Alt,local-catalog,thumbs/OP02-029(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-029::alt,0,0,0,0,1,0,missing_printing_market_map
396,OP02-030,Kouzuki Oden,SR,,1291,396,OP02-030,,base,Base,official-cardlist,OP02/base/OP02-030.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-030.png?260305,200,1291,491,HIGH,exact_code_plus_base_flag,491,484627,Kouzuki Oden (Alternate Art),Kouzuki Oden Alternate Art,OP02-030,SR,,tcgcsv,491,491,8.0,11.04,99.98,10.08,,,2026-04-02 02:58:10,tcgcsv,OP02-030,1,1,1,0,1,0,missing_tcgplayer_product_id_only
396,OP02-030,Kouzuki Oden,SR,,1292,396,OP02-030::2,,operator_review,2,local-catalog,thumbs/OP02-030 (2).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-030::2,0,0,0,0,1,0,missing_printing_market_map
396,OP02-030,Kouzuki Oden,SR,,1293,396,OP02-030::alt,,alt,Alt,local-catalog,thumbs/OP02-030alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-030::alt,0,0,0,0,1,0,missing_printing_market_map
396,OP02-030,Kouzuki Oden,SR,,1294,396,OP02-030_p1,,parallel_1,Parallel 1,official-cardlist,OP02/parallel/OP02-030_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-030_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-030_p1,0,0,0,0,1,0,missing_printing_market_map
397,OP02-031,Kouzuki Toki,UC,,1295,397,OP02-031,,base,Base,official-cardlist,OP02/base/OP02-031.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-031.png?260305,205,1295,496,HIGH,exact_code_plus_base_flag,496,485236,Kouzuki Toki (Box Topper),Kouzuki Toki Box Topper,OP02-031,UC,Box Topper,tcgcsv,496,496,3.6,5.0,50.0,3.72,,,2026-04-02 02:58:10,tcgcsv,OP02-031,1,1,1,0,1,0,missing_tcgplayer_product_id_only
397,OP02-031,Kouzuki Toki,UC,,1296,397,OP02-031::2,,operator_review,2,local-catalog,thumbs/OP02-031 (2).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-031::2,0,0,0,0,1,0,missing_printing_market_map
397,OP02-031,Kouzuki Toki,UC,,1297,397,OP02-031::alt,,alt,Alt,local-catalog,thumbs/OP02-031_Alt.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-031::alt,0,0,0,0,1,0,missing_printing_market_map
397,OP02-031,Kouzuki Toki,UC,,1298,397,OP02-031_p1,,parallel_1,Parallel 1,official-cardlist,OP02/parallel/OP02-031_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-031_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-031_p1,0,0,0,0,1,0,missing_printing_market_map
398,OP02-032,Shishilian,UC,,1299,398,OP02-032,,base,Base,official-cardlist,OP02/base/OP02-032.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-032.png?260305,247,1299,538,HIGH,exact_code_plus_base_flag,538,486352,Shishilian,Shishilian,OP02-032,UC,,tcgcsv,538,538,0.05,0.25,10.0,0.17,,,2026-04-02 02:58:10,tcgcsv,OP02-032,1,1,1,0,1,0,missing_tcgplayer_product_id_only
399,OP02-033,Jinbe,C,,1301,399,OP02-033,,base,Base,official-cardlist,OP02/base/OP02-033.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-033.png?260305,248,1301,539,HIGH,exact_code_plus_base_flag,539,486353,Jinbe,Jinbe,OP02-033,C,,tcgcsv,539,539,0.01,0.15,5.0,0.1,,,2026-04-02 02:58:10,tcgcsv,OP02-033,1,1,1,0,1,0,missing_tcgplayer_product_id_only
399,OP02-033,Jinbe,C,,1302,399,OP02-033::2,,operator_review,2,local-catalog,thumbs/OP02-033 (2).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-033::2,0,0,0,0,1,0,missing_printing_market_map
399,OP02-033,Jinbe,C,,1303,399,OP02-033_p1,,parallel_1,Parallel 1,official-cardlist,ST11/parallel/OP02-033_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-033_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-033_p1,0,0,0,0,1,0,missing_printing_market_map
400,OP02-034,Tony Tony.Chopper,UC,,1304,400,OP02-034,,base,Base,official-cardlist,OP02/base/OP02-034.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-034.png?260305,249,1304,540,HIGH,exact_code_plus_base_flag,540,486354,Tony Tony.Chopper,Tony TonyChopper,OP02-034,UC,,tcgcsv,540,540,0.19,0.35,25.0,0.27,,,2026-04-02 02:58:10,tcgcsv,OP02-034,1,1,1,0,1,0,missing_tcgplayer_product_id_only
400,OP02-034,Tony Tony.Chopper,UC,,1306,400,OP02-034::alt,,alt,Alt,local-catalog,thumbs/OP02-034(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-034::alt,0,0,0,0,1,0,missing_printing_market_map
400,OP02-034,Tony Tony.Chopper,UC,,1307,400,OP02-034_p1,,parallel_1,Parallel 1,official-cardlist,ST11/parallel/OP02-034_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-034_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-034_p1,0,0,0,0,1,0,missing_printing_market_map
400,OP02-034,Tony Tony.Chopper,UC,,1308,400,OP02-034_p2,,parallel_2,Parallel 2,official-cardlist,ST1520RE/parallel/OP02-034_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-034_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-034_p2,0,0,0,0,1,0,missing_printing_market_map
401,OP02-035,Trafalgar Law,C,,1309,401,OP02-035,,base,Base,official-cardlist,OP02/base/OP02-035.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-035.png?260305,250,1309,541,HIGH,exact_code_plus_base_flag,541,486355,Trafalgar Law,Trafalgar Law,OP02-035,C,,tcgcsv,541,541,0.02,0.17,5.0,0.13,,,2026-04-02 02:58:10,tcgcsv,OP02-035,1,1,1,0,1,0,missing_tcgplayer_product_id_only
401,OP02-035,Trafalgar Law,C,,1311,401,OP02-035::alt,,alt,Alt,local-catalog,thumbs/OP02-035(alt).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-035::alt,0,0,0,0,1,0,missing_printing_market_map
401,OP02-035,Trafalgar Law,C,,1312,401,OP02-035_p1,,parallel_1,Parallel 1,official-cardlist,ORP01/parallel/OP02-035_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-035_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-035_p1,0,0,0,0,1,0,missing_printing_market_map
401,OP02-035,Trafalgar Law,C,,1313,401,OP02-035_p2,,parallel_2,Parallel 2,official-cardlist,ST11/parallel/OP02-035_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-035_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-035_p2,0,0,0,0,1,0,missing_printing_market_map
402,OP02-036,Nami,SR,,1314,402,OP02-036,,base,Base,official-cardlist,OP02/base/OP02-036.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-036.png?260305,181,1314,472,HIGH,exact_code_plus_base_flag,472,482429,Nami (Alternate Art),Nami Alternate Art,OP02-036,SR,,tcgcsv,472,472,54.99,73.5,250.0,68.56,,,2026-04-02 02:58:10,tcgcsv,OP02-036,1,1,1,0,1,0,missing_tcgplayer_product_id_only
402,OP02-036,Nami,SR,,1316,402,OP02-036::2,,operator_review,2,local-catalog,thumbs/OP02-036 (2).webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-036::2,0,0,0,0,1,0,missing_printing_market_map
402,OP02-036,Nami,SR,,1317,402,OP02-036::alt art 2,,alt,Alt Art 2,local-catalog,thumbs/OP02-036alt2.webp,,,,,,,,,,,,,,,,,,,,,,,,,OP02-036::alt art 2,0,0,0,0,1,0,missing_printing_market_map
402,OP02-036,Nami,SR,,1318,402,OP02-036_p1,,parallel_1,Parallel 1,official-cardlist,OP02/parallel/OP02-036_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-036_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-036_p1,0,0,0,0,1,0,missing_printing_market_map
402,OP02-036,Nami,SR,,1319,402,OP02-036_p2,,parallel_2,Parallel 2,official-cardlist,BCV1/parallel/OP02-036_p2.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-036_p2.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-036_p2,0,0,0,0,1,0,missing_printing_market_map
403,OP02-037,Nico Robin,UC,,1320,403,OP02-037,,base,Base,official-cardlist,OP02/base/OP02-037.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-037.png?260305,252,1320,543,HIGH,exact_code_plus_base_flag,543,486357,Nico Robin,Nico Robin,OP02-037,UC,,tcgcsv,543,543,0.01,0.2,5.0,0.15,,,2026-04-02 02:58:10,tcgcsv,OP02-037,1,1,1,0,1,0,missing_tcgplayer_product_id_only
403,OP02-037,Nico Robin,UC,,1322,403,OP02-037_p1,,parallel_1,Parallel 1,official-cardlist,ST11/parallel/OP02-037_p1.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-037_p1.png?260305,,,,,,,,,,,,,,,,,,,,,,,,OP02-037_p1,0,0,0,0,1,0,missing_printing_market_map
404,OP02-038,Nekomamushi,C,,1323,404,OP02-038,,base,Base,official-cardlist,OP02/base/OP02-038.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP02-038.png?260305,253,1323,544,HIGH,exact_code_plus_base_flag,544,486359,Nekomamushi,Nekomamushi,OP02-038,C,,tcgcsv,544,544,0.03,0.18,5.0,0.14,,,2026-04-02 02:58:10,tcgcsv,OP02-038,1,1,1,0,1,0,missing_tcgplayer_product_id_only
