card_id,card_canonical_code,card_name,card_rarity,card_source,cv_card_variant_id,cv_card_variants_card_id,cv_print_id,cv_tcgplayer_product_id,cv_variant,cv_variant_label,cv_variant_source,cv_image_path,cv_image_url,printing_market_map_id,printing_id,printing_market_map_market_product_internal_fk,pmm_mapping_confidence,pmm_mapping_method,mp_market_products_internal_id,mp_market_product_id,mp_product_name,mp_clean_name,mp_ext_number,mp_rarity_market,mp_subtype,mp_market_product_source,mpr_market_prices_id,market_product_fk,mpr_low_price,mpr_mid_price,mpr_high_price,mpr_market_price,mpr_direct_low_price,mpr_listed_median_price,mpr_captured_at,mpr_mpr_source_name,print_id_trim,has_printing_market_map,has_market_product_via_map,has_market_price_via_chain,has_tcgplayer_column_price,has_variant_image_fields,has_image_assets_row,failure_stage,recoverable_reason
847,OP05-118,Kaido,SEC,,2837,847,OP05-118,,base,Base,official-cardlist,OP05/base/OP05-118.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-118.png?260305,1876,2837,2393,HIGH,exact_code_plus_base_flag,2393,527045,Kaido (118),Kaido 118,OP05-118,SEC,,tcgcsv,2204,2393,2.99,4.99,100.0,3.68,,,2026-04-02 03:06:18,tcgcsv,OP05-118,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
848,OP05-119,Monkey.D.Luffy,SEC,,2844,848,OP05-119,,base,Base,official-cardlist,OP05/base/OP05-119.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP05-119.png?260305,1153,2844,1586,HIGH,exact_code_plus_base_flag,1586,635479,Monkey.D.Luffy (119) (English Version 2nd Anniversary Set),MonkeyDLuffy 119 English Version 2nd Anniversary Set,OP05-119,SEC,,tcgcsv,1464,1586,56.98,80.36,500.0,68.32,,,2026-04-02 03:06:17,tcgcsv,OP05-119,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
849,OP06-001,Uta,L,,2863,849,OP06-001,,base,Base,official-cardlist,OP06/base/OP06-001.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-001.png?260305,2022,2863,2553,HIGH,exact_code_plus_base_flag,2553,539285,Uta (Alternate Art),Uta Alternate Art,OP06-001,L,,tcgcsv,2362,2553,35.0,44.99,500.0,37.88,,,2026-04-02 03:06:18,tcgcsv,OP06-001,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
850,OP06-002,Inazuma,C,,2868,850,OP06-002,,base,Base,official-cardlist,OP06/base/OP06-002.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-002.png?260305,2080,2868,2614,HIGH,exact_code_plus_base_flag,2614,541565,Inazuma,Inazuma,OP06-002,C,,tcgcsv,2422,2614,0.01,0.14,1.98,0.12,,,2026-04-02 03:06:18,tcgcsv,OP06-002,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
851,OP06-003,Emporio.Ivankov,UC,,2870,851,OP06-003,,base,Base,official-cardlist,OP06/base/OP06-003.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-003.png?260305,2081,2870,2615,HIGH,exact_code_plus_base_flag,2615,541567,Emporio.Ivankov,EmporioIvankov,OP06-003,UC,,tcgcsv,2423,2615,0.05,0.24,20.0,0.17,,,2026-04-02 03:06:18,tcgcsv,OP06-003,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
852,OP06-004,Baron Omatsuri,C,,2876,852,OP06-004,,base,Base,official-cardlist,OP06/base/OP06-004.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-004.png?260305,2082,2876,2616,HIGH,exact_code_plus_base_flag,2616,541569,Baron Omatsuri,Baron Omatsuri,OP06-004,C,,tcgcsv,2424,2616,0.01,0.1,1.58,0.03,,,2026-04-02 03:06:18,tcgcsv,OP06-004,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
853,OP06-005,Gasparde,C,,2878,853,OP06-005,,base,Base,official-cardlist,OP06/base/OP06-005.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-005.png?260305,2083,2878,2617,HIGH,exact_code_plus_base_flag,2617,541570,Gasparde,Gasparde,OP06-005,C,,tcgcsv,2425,2617,0.01,0.1,1.58,0.03,,,2026-04-02 03:06:18,tcgcsv,OP06-005,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
854,OP06-006,Saga,UC,,2880,854,OP06-006,,base,Base,official-cardlist,OP06/base/OP06-006.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-006.png?260305,2084,2880,2618,HIGH,exact_code_plus_base_flag,2618,541571,Saga,Saga,OP06-006,UC,,tcgcsv,2426,2618,0.01,0.15,1.58,0.06,,,2026-04-02 03:06:18,tcgcsv,OP06-006,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
855,OP06-007,Shanks,SR,,2882,855,OP06-007,,base,Base,official-cardlist,OP06/base/OP06-007.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-007.png?260305,2020,2882,2551,HIGH,exact_code_plus_base_flag,2551,539282,Shanks,Shanks,OP06-007,SR,,tcgcsv,2360,2551,0.44,3.49,25.0,3.01,,,2026-04-02 03:06:18,tcgcsv,OP06-007,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
856,OP06-008,Schneider,C,,2889,856,OP06-008,,base,Base,official-cardlist,OP06/base/OP06-008.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-008.png?260305,2085,2889,2619,HIGH,exact_code_plus_base_flag,2619,541572,Schneider,Schneider,OP06-008,C,,tcgcsv,2427,2619,0.01,0.1,1.58,0.02,,,2026-04-02 03:06:18,tcgcsv,OP06-008,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
857,OP06-009,Shuraiya,SR,,2891,857,OP06-009,,base,Base,official-cardlist,OP06/base/OP06-009.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-009.png?260305,2018,2891,2549,HIGH,exact_code_plus_base_flag,2549,539279,Shuraiya (Alternate Art),Shuraiya Alternate Art,OP06-009,SR,,tcgcsv,2358,2549,2.24,4.81,67.95,3.19,,,2026-04-02 03:06:18,tcgcsv,OP06-009,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
858,OP06-010,Douglas Bullet,R,,2895,858,OP06-010,,base,Base,official-cardlist,OP06/base/OP06-010.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-010.png?260305,2024,2895,2555,HIGH,exact_code_plus_base_flag,2555,539290,Douglas Bullet,Douglas Bullet,OP06-010,R,,tcgcsv,2364,2555,0.01,0.16,8.49,0.1,,,2026-04-02 03:06:18,tcgcsv,OP06-010,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
859,OP06-011,Tot Musica,R,,2897,859,OP06-011,,base,Base,official-cardlist,OP06/base/OP06-011.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-011.png?260305,2025,2897,2556,HIGH,exact_code_plus_base_flag,2556,539292,Tot Musica,Tot Musica,OP06-011,R,,tcgcsv,2365,2556,0.01,0.15,5.0,0.09,,,2026-04-02 03:06:18,tcgcsv,OP06-011,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
860,OP06-012,Bear.King,UC,,2899,860,OP06-012,,base,Base,official-cardlist,OP06/base/OP06-012.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-012.png?260305,2086,2899,2620,HIGH,exact_code_plus_base_flag,2620,541579,Bear.King,BearKing,OP06-012,UC,,tcgcsv,2428,2620,0.01,0.12,1.58,0.06,,,2026-04-02 03:06:18,tcgcsv,OP06-012,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
861,OP06-013,Monkey.D.Luffy,R,,2901,861,OP06-013,,base,Base,official-cardlist,OP06/base/OP06-013.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-013.png?260305,2016,2901,2547,HIGH,exact_code_plus_base_flag,2547,539277,Monkey.D.Luffy,MonkeyDLuffy,OP06-013,R,,tcgcsv,2356,2547,0.09,0.25,10.22,0.21,,,2026-04-02 03:06:18,tcgcsv,OP06-013,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
862,OP06-014,Ratchet,C,,2905,862,OP06-014,,base,Base,official-cardlist,OP06/base/OP06-014.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-014.png?260305,2087,2905,2621,HIGH,exact_code_plus_base_flag,2621,541583,Ratchet,Ratchet,OP06-014,C,,tcgcsv,2429,2621,0.01,0.1,1.58,0.03,,,2026-04-02 03:06:18,tcgcsv,OP06-014,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
863,OP06-015,Lily Carnation,C,,2907,863,OP06-015,,base,Base,official-cardlist,OP06/base/OP06-015.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-015.png?260305,2088,2907,2622,HIGH,exact_code_plus_base_flag,2622,541587,Lily Carnation,Lily Carnation,OP06-015,C,,tcgcsv,2430,2622,0.01,0.1,1.97,0.05,,,2026-04-02 03:06:18,tcgcsv,OP06-015,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
864,OP06-016,Raise Max,UC,,2909,864,OP06-016,,base,Base,official-cardlist,OP06/base/OP06-016.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-016.png?260305,1126,2909,1557,HIGH,exact_code_plus_base_flag,1557,626669,Raise Max (Premium Card Collection -Best Selection Vol. 3-),Raise Max Premium Card Collection Best Selection Vol 3,OP06-016,UC,,tcgcsv,1436,1557,1.99,3.25,49.99,2.34,,,2026-04-02 03:06:17,tcgcsv,OP06-016,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
865,OP06-017,Meteor-Strike of Love,C,,2913,865,OP06-017,,base,Base,official-cardlist,OP06/base/OP06-017.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-017.png?260305,2090,2913,2624,HIGH,exact_code_plus_base_flag,2624,541593,Meteor-Strike of Love,Meteor Strike of Love,OP06-017,C,,tcgcsv,2432,2624,0.01,0.11,1.58,0.1,,,2026-04-02 03:06:18,tcgcsv,OP06-017,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
866,OP06-018,Gum-Gum King Kong Gatling,R,,2915,866,OP06-018,,base,Base,official-cardlist,OP06/base/OP06-018.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-018.png?260305,2076,2915,2607,HIGH,exact_code_plus_base_flag,2607,541072,Gum-Gum King Kong Gatling,Gum Gum King Kong Gatling,OP06-018,R,,tcgcsv,2416,2607,0.02,0.25,10.21,0.2,,,2026-04-02 03:06:18,tcgcsv,OP06-018,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
867,OP06-019,Blue Dragon Seal Water Stream,UC,,2917,867,OP06-019,,base,Base,official-cardlist,OP06/base/OP06-019.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-019.png?260305,2091,2917,2625,HIGH,exact_code_plus_base_flag,2625,541594,Blue Dragon Seal Water Stream,Blue Dragon Seal Water Stream,OP06-019,UC,,tcgcsv,2433,2625,0.01,0.15,1.58,0.07,,,2026-04-02 03:06:18,tcgcsv,OP06-019,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
868,OP06-020,Hody Jones,L,,2919,868,OP06-020,,base,Base,official-cardlist,OP06/base/OP06-020.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-020.png?260305,2037,2919,2568,HIGH,exact_code_plus_base_flag,2568,539767,Hody Jones (020),Hody Jones 020,OP06-020,L,,tcgcsv,2377,2568,0.01,0.16,5.0,0.16,,,2026-04-02 03:06:18,tcgcsv,OP06-020,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
869,OP06-021,Perona,L,,2924,869,OP06-021,,base,Base,official-cardlist,OP06/base/OP06-021.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-021.png?260305,2047,2924,2578,HIGH,exact_code_plus_base_flag,2578,541043,Perona (021),Perona 021,OP06-021,L,,tcgcsv,2387,2578,0.01,0.2,5.0,0.17,,,2026-04-02 03:06:18,tcgcsv,OP06-021,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
870,OP06-022,Yamato,L,,2929,870,OP06-022,,base,Base,official-cardlist,OP06/base/OP06-022.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-022.png?260305,2026,2929,2557,HIGH,exact_code_plus_base_flag,2557,539489,Yamato,Yamato,OP06-022,L,,tcgcsv,2366,2557,0.08,0.23,5.0,0.18,,,2026-04-02 03:06:18,tcgcsv,OP06-022,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
871,OP06-023,Arlong,R,,2936,871,OP06-023,,base,Base,official-cardlist,OP06/base/OP06-023.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-023.png?260305,2041,2936,2572,HIGH,exact_code_plus_base_flag,2572,539775,Arlong,Arlong,OP06-023,R,,tcgcsv,2381,2572,0.02,0.2,4.5,0.15,,,2026-04-02 03:06:18,tcgcsv,OP06-023,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
872,OP06-024,Ikaros Much,UC,,2943,872,OP06-024,,base,Base,official-cardlist,OP06/base/OP06-024.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-024.png?260305,2092,2943,2626,HIGH,exact_code_plus_base_flag,2626,541595,Ikaros Much,Ikaros Much,OP06-024,UC,,tcgcsv,2434,2626,0.01,0.15,1.58,0.05,,,2026-04-02 03:06:18,tcgcsv,OP06-024,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
873,OP06-025,Camie,R,,2945,873,OP06-025,,base,Base,official-cardlist,OP06/base/OP06-025.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-025.png?260305,910,2945,1291,HIGH,exact_code_plus_base_flag,1291,579369,Camie (Championship 2024 Finalist Card Set),Camie Championship 2024 Finalist Card Set,OP06-025,R,,tcgcsv,,,,,,,,,,,OP06-025,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
874,OP06-026,Koushirou,C,,2950,874,OP06-026,,base,Base,official-cardlist,OP06/base/OP06-026.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-026.png?260305,2093,2950,2627,HIGH,exact_code_plus_base_flag,2627,541597,Koushirou,Koushirou,OP06-026,C,,tcgcsv,2435,2627,0.01,0.12,1.58,0.06,,,2026-04-02 03:06:18,tcgcsv,OP06-026,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
875,OP06-027,Gyro,C,,2952,875,OP06-027,,base,Base,official-cardlist,OP06/base/OP06-027.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-027.png?260305,2094,2952,2628,HIGH,exact_code_plus_base_flag,2628,541598,Gyro,Gyro,OP06-027,C,,tcgcsv,2436,2628,0.01,0.1,1.58,0.03,,,2026-04-02 03:06:18,tcgcsv,OP06-027,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
876,OP06-028,Zeo,C,,2954,876,OP06-028,,base,Base,official-cardlist,OP06/base/OP06-028.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-028.png?260305,2095,2954,2629,HIGH,exact_code_plus_base_flag,2629,541599,Zeo,Zeo,OP06-028,C,,tcgcsv,2437,2629,0.01,0.12,1.58,0.05,,,2026-04-02 03:06:18,tcgcsv,OP06-028,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
877,OP06-029,Daruma,UC,,2956,877,OP06-029,,base,Base,official-cardlist,OP06/base/OP06-029.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-029.png?260305,2096,2956,2630,HIGH,exact_code_plus_base_flag,2630,541600,Daruma,Daruma,OP06-029,UC,,tcgcsv,2438,2630,0.01,0.15,1.58,0.05,,,2026-04-02 03:06:18,tcgcsv,OP06-029,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
878,OP06-030,Dosun,C,,2958,878,OP06-030,,base,Base,official-cardlist,OP06/base/OP06-030.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-030.png?260305,2097,2958,2631,HIGH,exact_code_plus_base_flag,2631,541601,Dosun,Dosun,OP06-030,C,,tcgcsv,2439,2631,0.01,0.1,1.58,0.04,,,2026-04-02 03:06:18,tcgcsv,OP06-030,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
879,OP06-031,Hatchan,UC,,2960,879,OP06-031,,base,Base,official-cardlist,OP06/base/OP06-031.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-031.png?260305,2098,2960,2632,HIGH,exact_code_plus_base_flag,2632,541602,Hatchan,Hatchan,OP06-031,UC,,tcgcsv,2440,2632,0.01,0.15,1.58,0.09,,,2026-04-02 03:06:18,tcgcsv,OP06-031,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
880,OP06-032,Hammond,C,,2962,880,OP06-032,,base,Base,official-cardlist,OP06/base/OP06-032.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-032.png?260305,2099,2962,2633,HIGH,exact_code_plus_base_flag,2633,541603,Hammond,Hammond,OP06-032,C,,tcgcsv,2441,2633,0.01,0.1,1.58,0.03,,,2026-04-02 03:06:18,tcgcsv,OP06-032,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
881,OP06-033,Vander Decken IX,R,,2964,881,OP06-033,,base,Base,official-cardlist,OP06/base/OP06-033.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-033.png?260305,2042,2964,2573,HIGH,exact_code_plus_base_flag,2573,539782,Vander Decken IX,Vander Decken IX,OP06-033,R,,tcgcsv,2382,2573,0.05,0.29,10.23,0.29,,,2026-04-02 03:06:18,tcgcsv,OP06-033,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
882,OP06-034,Hyouzou,UC,,2966,882,OP06-034,,base,Base,official-cardlist,OP06/base/OP06-034.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-034.png?260305,2100,2966,2634,HIGH,exact_code_plus_base_flag,2634,541604,Hyouzou,Hyouzou,OP06-034,UC,,tcgcsv,2442,2634,0.01,0.15,1.58,0.06,,,2026-04-02 03:06:18,tcgcsv,OP06-034,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
883,OP06-035,Hody Jones,SR,,2968,883,OP06-035,,base,Base,official-cardlist,OP06/base/OP06-035.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-035.png?260305,2039,2968,2570,HIGH,exact_code_plus_base_flag,2570,539770,Hody Jones (035) (Alternate Art),Hody Jones 035 Alternate Art,OP06-035,SR,,tcgcsv,2379,2570,11.65,16.0,80.0,12.62,,,2026-04-02 03:06:18,tcgcsv,OP06-035,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
884,OP06-036,Ryuma,R,,2975,884,OP06-036,,base,Base,official-cardlist,OP06/base/OP06-036.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-036.png?260305,959,2975,1353,HIGH,exact_code_plus_base_flag,1353,583750,Ryuma (Judge Pack Vol. 4),Ryuma Judge Pack Vol 4,OP06-036,R,,tcgcsv,1256,1353,0.25,1.0,78.72,0.52,,,2026-04-02 03:06:17,tcgcsv,OP06-036,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
885,OP06-037,Wadatsumi,C,,2982,885,OP06-037,,base,Base,official-cardlist,OP06/base/OP06-037.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-037.png?260305,2101,2982,2635,HIGH,exact_code_plus_base_flag,2635,541605,Wadatsumi,Wadatsumi,OP06-037,C,,tcgcsv,2443,2635,0.01,0.1,1.58,0.02,,,2026-04-02 03:06:18,tcgcsv,OP06-037,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
886,OP06-038,The Billion-fold World Trichiliocosm,UC,,2984,886,OP06-038,,base,Base,official-cardlist,OP06/base/OP06-038.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-038.png?260305,1004,2984,1401,HIGH,exact_code_plus_base_flag,1401,587228,The Billion-fold World Trichiliocosm (Premium Card Collection -Best Selection Vol. 2-),The Billion fold World Trichiliocosm Premium Card Collection Best Selection Vol 2,OP06-038,UC,,tcgcsv,1295,1401,6.0,9.0,40.0,8.02,,,2026-04-02 03:06:17,tcgcsv,OP06-038,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
887,OP06-039,You Ain't Even Worth Killing Time!!,R,,2990,887,OP06-039,,base,Base,official-cardlist,OP06/base/OP06-039.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-039.png?260305,2050,2990,2581,HIGH,exact_code_plus_base_flag,2581,541046,You Ain't Even Worth Killing Time!!,You Aint Even Worth Killing Time,OP06-039,R,,tcgcsv,2390,2581,0.01,0.22,25.0,0.22,,,2026-04-02 03:06:18,tcgcsv,OP06-039,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
888,OP06-040,Shark Arrows,C,,2992,888,OP06-040,,base,Base,official-cardlist,OP06/base/OP06-040.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-040.png?260305,2103,2992,2637,HIGH,exact_code_plus_base_flag,2637,541607,Shark Arrows,Shark Arrows,OP06-040,C,,tcgcsv,2445,2637,0.01,0.1,1.58,0.04,,,2026-04-02 03:06:18,tcgcsv,OP06-040,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
889,OP06-041,The Ark Noah,C,,2994,889,OP06-041,,base,Base,official-cardlist,OP06/base/OP06-041.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-041.png?260305,2104,2994,2638,HIGH,exact_code_plus_base_flag,2638,541608,The Ark Noah,The Ark Noah,OP06-041,C,,tcgcsv,2446,2638,0.01,0.15,1.58,0.13,,,2026-04-02 03:06:18,tcgcsv,OP06-041,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
890,OP06-042,Vinsmoke Reiju,L,,2996,890,OP06-042,,base,Base,official-cardlist,OP06/base/OP06-042.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-042.png?260305,2045,2996,2576,HIGH,exact_code_plus_base_flag,2576,541006,Vinsmoke Reiju (042),Vinsmoke Reiju 042,OP06-042,L,,tcgcsv,2385,2576,0.02,0.2,5.0,0.19,,,2026-04-02 03:06:18,tcgcsv,OP06-042,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
891,OP06-043,Aramaki,SR,,3001,891,OP06-043,,base,Base,official-cardlist,OP06/base/OP06-043.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-043.png?260305,2052,3001,2583,HIGH,exact_code_plus_base_flag,2583,541048,Aramaki,Aramaki,OP06-043,SR,,tcgcsv,2392,2583,0.1,0.61,25.0,0.46,,,2026-04-02 03:06:18,tcgcsv,OP06-043,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
892,OP06-044,Gion,UC,,3005,892,OP06-044,,base,Base,official-cardlist,OP06/base/OP06-044.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-044.png?260305,2105,3005,2639,HIGH,exact_code_plus_base_flag,2639,541609,Gion,Gion,OP06-044,UC,,tcgcsv,2447,2639,0.01,0.21,1.98,0.14,,,2026-04-02 03:06:18,tcgcsv,OP06-044,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
893,OP06-045,Kuzan,UC,,3009,893,OP06-045,,base,Base,official-cardlist,OP06/base/OP06-045.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-045.png?260305,2106,3009,2640,HIGH,exact_code_plus_base_flag,2640,541610,Kuzan,Kuzan,OP06-045,UC,,tcgcsv,2448,2640,0.01,0.15,1.58,0.08,,,2026-04-02 03:06:18,tcgcsv,OP06-045,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
894,OP06-046,Sakazuki,UC,,3011,894,OP06-046,,base,Base,official-cardlist,OP06/base/OP06-046.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-046.png?260305,2107,3011,2641,HIGH,exact_code_plus_base_flag,2641,541611,Sakazuki,Sakazuki,OP06-046,UC,,tcgcsv,2449,2641,0.01,0.15,1.58,0.04,,,2026-04-02 03:06:18,tcgcsv,OP06-046,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
895,OP06-047,Charlotte Pudding,R,,3013,895,OP06-047,,base,Base,official-cardlist,OP06/base/OP06-047.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-047.png?260305,1037,3013,1440,HIGH,exact_code_plus_base_flag,1440,607973,Charlotte Pudding (Winner Pack 2025 Vol. 1),Charlotte Pudding Winner Pack 2025 Vol 1,OP06-047,R,,tcgcsv,1333,1440,9.31,26.22,9999.0,9.81,,,2026-04-02 03:06:17,tcgcsv,OP06-047,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
896,OP06-048,Zeff,C,,3021,896,OP06-048,,base,Base,official-cardlist,OP06/base/OP06-048.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-048.png?260305,2108,3021,2642,HIGH,exact_code_plus_base_flag,2642,541612,Zeff,Zeff,OP06-048,C,,tcgcsv,2450,2642,0.01,0.14,1.58,0.06,,,2026-04-02 03:06:18,tcgcsv,OP06-048,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
897,OP06-049,Sengoku,C,,3023,897,OP06-049,,base,Base,official-cardlist,OP06/base/OP06-049.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-049.png?260305,2109,3023,2643,HIGH,exact_code_plus_base_flag,2643,541613,Sengoku,Sengoku,OP06-049,C,,tcgcsv,2451,2643,0.01,0.1,1.58,0.04,,,2026-04-02 03:06:18,tcgcsv,OP06-049,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
898,OP06-050,Tashigi,SP CARD,,3027,898,OP06-050,,base,Base,official-cardlist,OP06/sp/OP06-050_sp.png,https://en.onepiece-cardgame.com/images/cardlist/card/OP06-050.png?260305,2054,3027,2585,HIGH,exact_code_plus_base_flag,2585,541050,Tashigi,Tashigi,OP06-050,R,,tcgcsv,2394,2585,0.1,0.5,10.44,0.43,,,2026-04-02 03:06:18,tcgcsv,OP06-050,1,1,1,0,1,0,missing_tcgplayer_product_id_only,price_via_chain_tcgplayer_id_missing
