id,canonical_code,set_code,card_number,set_name,card_name,rarity,color,card_type,cost,power,counter,attribute,traits,life,block_icon,effect_text,trigger_text,aliases_json,sources_json,base_card_id,is_variant,variant_category,variant_subtype,stamp_type,stamp_event_name,stamp_placement,distribution_source,distribution_event,is_serialized,serial_number,print_run,is_premium_variant,variant_meta_json
128,EB03-006,EB03,006,One Piece Heroines Edition,Nami,R,Red,Character,5,7000,-,Wisdom,Alabasta/Straw Hat Crew,,4,"[On Play] You may give your active Leader −5000 power during this turn: Draw 1 card. [Activate: Main] [Once Per Turn] If your Leader has the {Alabasta} type, give up to 1 of your opponent's Characters −1000 power during this turn.",,"[""EB03-006"", ""Nami""]","[""local-catalog"", ""official-cardlist""]",EB03-006,0,,,,,,,,0,,,0,{}
129,EB03-007,EB03,007,One Piece Heroines Edition,Baccarat,C,Red,Character,4,5000,1000,Special,FILM/Grantesoro,,4,[Blocker] [On K.O.] Play up to 1 Character card with 6000 power or less and no base effect from your hand.,,"[""Baccarat"", ""EB03-007""]","[""local-catalog"", ""official-cardlist""]",EB03-007,0,,,,,,,,0,,,0,{}
130,EB03-008,EB03,008,One Piece Heroines Edition,Hibari,R,Red,Character,3,5000,-,Ranged,Navy/SWORD,,4,[On Play]/[When Attacking] Up to 1 of your {SWORD} type Leader or Character cards can also attack active Characters during this turn. [Activate: Main] [Once Per Turn] Give up to 1 of your opponent's Characters −1000 power during this turn.,,"[""EB03-008"", ""Hibari""]","[""local-catalog"", ""official-cardlist""]",EB03-008,0,,,,,,,,0,,,0,{}
131,EB03-009,EB03,009,One Piece Heroines Edition,Makino,C,Red,Character,1,-,2000,Wisdom,Windmill Village,,4,[Activate: Main] You may rest this Character: Up to 1 of your Characters with no base effect gains +2000 power during this turn.,,"[""EB03-009"", ""Makino""]","[""local-catalog"", ""official-cardlist""]",EB03-009,0,,,,,,,,0,,,0,{}
132,EB03-010,EB03,010,One Piece Heroines Edition,Monet,R,Red,Character,5,6000,1000,Special,Punk Hazard/Donquixote Pirates,,4,"[Blocker] [On Play] Look at 5 cards from the top of your deck; reveal up to 1 Character card with 1000 power or less or up to 1 Event card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,"[""EB03-010"", ""Monet""]","[""local-catalog"", ""official-cardlist""]",EB03-010,0,,,,,,,,0,,,0,{}
133,EB03-011,EB03,011,One Piece Heroines Edition,But If We Ever See Each Other Again... Will You Call Me Your Shipmate?!!,C,Red,Event,1,-,-,-,Alabasta,,4,"[Counter] If your Leader is [Nefeltari Vivi], up to 1 of your Leader or Character cards gains +4000 power during this battle.",[Trigger] Give up to 1 of your opponent's Characters −2000 power during this turn.,"[""But If We Ever See Each Other Again... Will You Call Me Your Shipmate?!!"", ""EB03-011""]","[""local-catalog"", ""official-cardlist""]",EB03-011,0,,,,,,,,0,,,0,{}
134,EB03-012,EB03,012,One Piece Heroines Edition,Otama,R,Green,Character,2,-,2000,Special,Land of Wano,,4,[Activate: Main] You may rest this Character: Rest up to 1 of your opponent's DON!! cards or {Animal} or {SMILE} type Characters with a cost of 3 or less.,,"[""EB03-012"", ""Otama""]","[""local-catalog"", ""official-cardlist""]",EB03-012,0,,,,,,,,0,,,0,{}
135,EB03-013,EB03,013,One Piece Heroines Edition,Carrot,R,Green,Character,6,7000,1000,Special,Minks,,4,"[Activate: Main] [Once Per Turn] If this Character was played on this turn, K.O. up to 1 of your opponent's rested Characters with a cost of 5 or less. Then, play up to 1 [Zou] from your hand.",,"[""Carrot"", ""EB03-013""]","[""local-catalog"", ""official-cardlist""]",EB03-013,0,,,,,,,,0,,,0,{}
136,EB03-014,EB03,014,One Piece Heroines Edition,Kuina,C,Green,Character,2,-,1000,Slash,East Blue/Frost Moon Village,,4,[Activate: Main] You may rest this Character: Give up to 2 rested DON!! cards to your attribute Leader.,,"[""EB03-014"", ""Kuina""]","[""local-catalog"", ""official-cardlist""]",EB03-014,0,,,,,,,,0,,,0,{}
137,EB03-015,EB03,015,One Piece Heroines Edition,Camie,C,Green,Character,2,-,1000,Wisdom,Merfolk/Fish-Man Island,,4,"[Activate: Main] You may rest this Character: Give up to 1 rested DON!! card to 1 of your {Fish-Man} or {Merfolk} type Leader or Character cards. Then, rest up to 1 of your opponent's Characters with a cost of 2 or less.",,"[""Camie"", ""EB03-015""]","[""local-catalog"", ""official-cardlist""]",EB03-015,0,,,,,,,,0,,,0,{}
138,EB03-016,EB03,016,One Piece Heroines Edition,Kouzuki Hiyori,C,Green,Character,1,-,-,Wisdom,Land of Wano/Kouzuki Clan,,4,"[On Play] If your Leader is [Kouzuki Oden], draw 1 card. [Activate: Main] You may trash this Character: Give up to 1 rested DON!! card to your {Land of Wano} type Leader.",,"[""EB03-016"", ""Kouzuki Hiyori""]","[""local-catalog"", ""official-cardlist""]",EB03-016,0,,,,,,,,0,,,0,{}
139,EB03-017,EB03,017,One Piece Heroines Edition,Jewelry Bonney,R,Green,Character,5,6000,1000,Special,Supernovas/Bonney Pirates,,4,"[On Play] If your Leader has the {Supernovas} type, set up to 1 of your DON!! cards as active. Then, up to 1 of your opponent's Characters with a cost of 8 or less cannot be rested until the end of your opponent's next End Phase.",,"[""EB03-017"", ""Jewelry Bonney""]","[""local-catalog"", ""official-cardlist""]",EB03-017,0,,,,,,,,0,,,0,{}
140,EB03-018,EB03,018,One Piece Heroines Edition,Tashigi,SR,Green,Character,4,6000,-,Slash,Navy,,4,[Opponent's Turn] This Character cannot be K.O.'d by your opponent's effects and gains [Blocker]. [End of Your Turn] You may rest 1 of your DON!! cards and trash 1 card from your hand: Set this Character as active.,,"[""EB03-018"", ""Tashigi""]","[""local-catalog"", ""official-cardlist""]",EB03-018,1,premium_rarity,sp,,,,EB03,,0,,,1,{}
141,EB03-019,EB03,019,One Piece Heroines Edition,Wanda,C,Green,Character,6,7000,1000,Slash,Minks,,4,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,"[""EB03-019"", ""Wanda""]","[""local-catalog"", ""official-cardlist""]",EB03-019,0,,,,,,,,0,,,0,{}
142,EB03-020,EB03,020,One Piece Heroines Edition,"There You Are, Sore Loser!",C,Green,Event,1,-,-,-,FILM,,4,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 2 or more {FILM} type Characters, that card gains an additional +2000 power during this battle.",[Trigger] Set up to 1 of your Characters as active.,"[""EB03-020"", ""There You Are, Sore Loser!""]","[""local-catalog"", ""official-cardlist""]",EB03-020,0,,,,,,,,0,,,0,{}
143,EB03-021,EB03,021,One Piece Heroines Edition,Alvida,C,Blue,Character,4,2000,1000,Strike,Cross Guild,,4,[On Play] You may trash 1 card from your hand: Place up to 1 of your opponent's Characters with 4000 base power or less and up to 1 Character with a base cost of 3 or less at the bottom of the owner's deck.,,"[""Alvida"", ""EB03-021""]","[""local-catalog"", ""official-cardlist""]",EB03-021,0,,,,,,,,0,,,0,{}
144,EB03-022,EB03,022,One Piece Heroines Edition,Isuka,R,Blue,Character,6,6000,1000,Slash,Navy,,4,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Place up to 1 Character with a cost of 4 or less at the bottom of the owner's deck.",,"[""EB03-022"", ""Isuka""]","[""local-catalog"", ""official-cardlist""]",EB03-022,0,,,,,,,,0,,,0,{}
145,EB03-023,EB03,023,One Piece Heroines Edition,Kaya,C,Blue,Character,2,-,2000,Wisdom,East Blue,,4,[On Play] Look at 5 cards from the top of your deck and place them at the top or bottom of the deck in any order.,,"[""EB03-023"", ""Kaya""]","[""local-catalog"", ""official-cardlist""]",EB03-023,0,,,,,,,,0,,,0,{}
146,EB03-024,EB03,024,One Piece Heroines Edition,Nefeltari Vivi,SR,Blue,Character,5,4000,1000,Wisdom,Alabasta,,4,"[Blocker] [On Play] Play up to 1 {Alabasta} or {Straw Hat Crew} type Character card with a cost of 5 or less from your hand. Then, you cannot play any Character cards on your field during this turn.",,"[""EB03-024"", ""Nefeltari Vivi""]","[""local-catalog"", ""official-cardlist""]",EB03-024,1,premium_rarity,sp,,,,EB03,,0,,,1,{}
147,EB03-025,EB03,025,One Piece Heroines Edition,Hina,R,Blue,Character,5,6000,1000,Special,Navy,,4,[On Play] You may trash 1 card from your hand: Return up to 1 Character with 6000 base power to the owner's hand.,,"[""EB03-025"", ""Hina""]","[""local-catalog"", ""official-cardlist""]",EB03-025,0,,,,,,,,0,,,0,{}
148,EB03-026,EB03,026,One Piece Heroines Edition,Boa Hancock,SR,Blue,Character,6,8000,-,Special,The Seven Warlords of the Sea/Kuja Pirates,,4,"[On Play] If your opponent has 5 or more cards in their hand, your opponent places 1 card from their hand at the bottom of their deck. [Activate: Main] [Once Per Turn] You may place 1 of your Characters at the bottom of the owner's deck: Give your Leader and 1 Character up to 1 rested DON!! card each.",,"[""Boa Hancock"", ""EB03-026""]","[""local-catalog"", ""official-cardlist""]",EB03-026,1,premium_rarity,sp,,,,EB03,,0,,,1,{}
149,EB03-027,EB03,027,One Piece Heroines Edition,Marguerite,R,Blue,Character,6,7000,1000,Wisdom,Amazon Lily,,4,[On Play] Return up to 1 Character with 7000 base power to the owner's hand.,,"[""EB03-027"", ""Marguerite""]","[""local-catalog"", ""official-cardlist""]",EB03-027,0,,,,,,,,0,,,0,{}
150,EB03-028,EB03,028,One Piece Heroines Edition,Yu,C,Blue,Character,2,-,1000,Wisdom,East Blue,,4,"[On Play] Trash 1 card from your hand. [Activate: Main] You may trash this Character: If you have 4 or less cards in your hand, draw 2 cards.",,"[""EB03-028"", ""Yu""]","[""local-catalog"", ""official-cardlist""]",EB03-028,0,,,,,,,,0,,,0,{}
151,EB03-029,EB03,029,One Piece Heroines Edition,Insolent Fool!! Stand Down!!,C,Blue,Event,1,-,-,-,The Seven Warlords of the Sea/Kuja Pirates,,4,"[Main] You may rest 4 of your DON!! cards: If your Leader is [Boa Hancock], play up to 1 {Amazon Lily} or {Kuja Pirates} type Character card with a cost of 6 or less from your hand. [Counter] Up to 1 of your [Boa Hancock] cards gains +3000 power during this battle.",,"[""EB03-029"", ""Insolent Fool!! Stand Down!!""]","[""local-catalog"", ""official-cardlist""]",EB03-029,0,,,,,,,,0,,,0,{}
152,EB03-030,EB03,030,One Piece Heroines Edition,Viola,C,Purple,Character,5,6000,2000,Special,Dressrosa,,4,-,,"[""EB03-030"", ""Viola""]","[""local-catalog"", ""official-cardlist""]",EB03-030,0,,,,,,,,0,,,0,{}
153,EB03-031,EB03,031,One Piece Heroines Edition,Vinsmoke Reiju,SR,Purple,Character,5,5000,1000,Special,The Vinsmoke Family/GERMA 66,,4,"[Your Turn] [On Play] DON!! −1: If your Leader is [Sanji], activate the [Main] effect of up to 1 Event card with a cost of 7 or less in your trash.",,"[""EB03-031"", ""Vinsmoke Reiju""]","[""local-catalog"", ""official-cardlist""]",EB03-031,1,premium_rarity,sp,,,,EB03,,0,,,1,{}
154,EB03-032,EB03,032,One Piece Heroines Edition,Charlotte Flampe,C,Purple,Character,1,2000,1000,Ranged,Big Mom Pirates,,4,[Your Turn] [On Play] Up to 1 of your [Charlotte Katakuri] cards gains +2000 power during this turn.,,"[""Charlotte Flampe"", ""EB03-032""]","[""local-catalog"", ""official-cardlist""]",EB03-032,0,,,,,,,,0,,,0,{}
155,EB03-033,EB03,033,One Piece Heroines Edition,Charlotte Brulee,C,Purple,Character,5,6000,1000,Special,Big Mom Pirates,,4,"[Opponent's Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck by your effect, if your Leader has the {Big Mom Pirates} type, add up to 1 DON!! card from your DON!! deck and rest it.",,"[""Charlotte Brulee"", ""EB03-033""]","[""local-catalog"", ""official-cardlist""]",EB03-033,0,,,,,,,,0,,,0,{}
156,EB03-034,EB03,034,One Piece Heroines Edition,Charlotte Linlin,R,Purple,Character,7,7000,1000,Special,Rocks Pirates,,4,"[On Play] Draw 1 card and place 1 card from your hand at the top of your deck. Then, add up to 1 DON!! card from your DON!! deck and set it as active. [On K.O.] DON!! −1: Add up to 1 card from the top of your deck to the top of your Life cards.",,"[""Charlotte Linlin"", ""EB03-034""]","[""local-catalog"", ""official-cardlist""]",EB03-034,0,,,,,,,,0,,,0,{}
157,EB03-035,EB03,035,One Piece Heroines Edition,Charlotte Pudding,R,Purple,Character,4,4000,2000,Wisdom,Big Mom Pirates,,4,"[Blocker] [On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and rest it.",,"[""Charlotte Pudding"", ""EB03-035""]","[""local-catalog"", ""official-cardlist""]",EB03-035,0,,,,,,,,0,,,0,{}
158,EB03-036,EB03,036,One Piece Heroines Edition,Baby 5,C,Purple,Character,4,2000,1000,Special,Donquixote Pirates,,4,[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 2 of your opponent's Characters with a base cost of 3 or less.,,"[""Baby 5"", ""EB03-036""]","[""local-catalog"", ""official-cardlist""]",EB03-036,0,,,,,,,,0,,,0,{}
159,EB03-037,EB03,037,One Piece Heroines Edition,Lim,R,Purple,Character,4,5000,2000,Wisdom,ODYSSEY,,4,"[On Play] If you have 7 or more DON!! cards on your field, all of your {ODYSSEY} type Leader and Character cards gain +1000 power until the end of your opponent's next End Phase.",,"[""EB03-037"", ""Lim""]","[""local-catalog"", ""official-cardlist""]",EB03-037,0,,,,,,,,0,,,0,{}
160,EB03-038,EB03,038,One Piece Heroines Edition,Thanks for the Treat. ♡,C,Purple,Event,1,-,-,-,The Vinsmoke Family/GERMA 66,,4,"[Main] You may rest 1 of your DON!! cards: If the number of DON!! cards on your field is equal to or less than the number on your opponent's field and you only have Characters with a type including ""GERMA"", add up to 2 DON!! cards from your DON!! deck and rest them. [Counter] Your Leader gains +3000 power during this battle.",,"[""EB03-038"", ""Thanks for the Treat. ♡""]","[""local-catalog"", ""official-cardlist""]",EB03-038,0,,,,,,,,0,,,0,{}
161,EB03-039,EB03,039,One Piece Heroines Edition,Ulti,R,Black,Character,6,7000,1000,Strike,Animal Kingdom Pirates,,4,"[On Play] If your Leader has the {Animal Kingdom Pirates} type, draw 1 card and trash 1 card from your hand. Then, play up to 1 Character card with 6000 power or less and no base effect from your trash.",,"[""EB03-039"", ""Ulti""]","[""local-catalog"", ""official-cardlist""]",EB03-039,0,,,,,,,,0,,,0,{}
162,EB03-040,EB03,040,One Piece Heroines Edition,Kalifa,C,Black,Character,5,6000,2000,Special,CP9,,4,-,,"[""EB03-040"", ""Kalifa""]","[""local-catalog"", ""official-cardlist""]",EB03-040,0,,,,,,,,0,,,0,{}
163,EB03-041,EB03,041,One Piece Heroines Edition,Kujyaku,R,Black,Character,4,6000,-,Special,Navy/SWORD,,4,[Opponent's Turn] All of your {SWORD} type Characters with a cost of 6 or less gain +2000 power. [On Play] You may trash 1 {Navy} type card from your hand: Draw 2 cards.,,"[""EB03-041"", ""Kujyaku""]","[""local-catalog"", ""official-cardlist""]",EB03-041,0,,,,,,,,0,,,0,{}
164,EB03-042,EB03,042,One Piece Heroines Edition,Koala,SR,Black,Character,4,5000,1000,Strike,Dressrosa/Revolutionary Army,,4,"If your Leader has the {Revolutionary Army} type, this Character gains +4 cost. [Opponent's Turn] [On K.O.] Play up to 1 {Revolutionary Army} type Character card with a cost of 6 or less other than [Koala] or up to 1 [Nico Robin] with a cost of 6 or less from your hand or trash.",,"[""EB03-042"", ""Koala""]","[""local-catalog"", ""official-cardlist""]",EB03-042,1,premium_rarity,sp,,,,EB03,,0,,,1,{}
165,EB03-043,EB03,043,One Piece Heroines Edition,Stussy,R,Black,Character,7,7000,-,Special,CP0,,4,"[Blocker] [On Play] You may place 2 cards with a type including ""CP"" from your trash at the bottom of your deck in any order: K.O. up to 1 of your opponent's Characters with a cost of 4 or less.",,"[""EB03-043"", ""Stussy""]","[""local-catalog"", ""official-cardlist""]",EB03-043,0,,,,,,,,0,,,0,{}
166,EB03-044,EB03,044,One Piece Heroines Edition,Black Maria,C,Black,Character,3,4000,1000,Special,Animal Kingdom Pirates,,4,"If your Leader is multicolored, this Character gains [Blocker]. [On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Onigashima Island] and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 [Onigashima Island] from your hand.",,"[""Black Maria"", ""EB03-044""]","[""local-catalog"", ""official-cardlist""]",EB03-044,0,,,,,,,,0,,,0,{}
167,EB03-045,EB03,045,One Piece Heroines Edition,Perona,SR,Black,Character,4,6000,-,Special,Muggy Kingdom/Thriller Bark Pirates,,4,"[Blocker] [On Play] Give up to 1 rested DON!! card to your Leader or 1 of your Characters. Then, if you have 10 or more cards in your trash, play up to 1 {Thriller Bark Pirates} type Character card with a cost of 2 or less from your trash rested.",,"[""EB03-045"", ""Perona""]","[""local-catalog"", ""official-cardlist""]",EB03-045,1,premium_rarity,sp,,,,EB03,,0,,,1,{}
168,EB03-046,EB03,046,One Piece Heroines Edition,Miss Doublefinger(Zala),C,Black,Character,4,5000,1000,Slash,Baroque Works,,4,"[On Play] If there is a Character with a cost of 0 or with a cost of 8 or more, draw 1 card. [On K.O.] Trash 2 cards from the top of your deck.",,"[""EB03-046"", ""Miss Doublefinger(Zala)""]","[""local-catalog"", ""official-cardlist""]",EB03-046,0,,,,,,,,0,,,0,{}
169,EB03-047,EB03,047,One Piece Heroines Edition,Miss.Valentine(Mikita),C,Black,Character,2,2000,1000,Strike,Baroque Works,,4,[On Play] Trash 3 cards from the top of your deck. [On K.O.] Draw 1 card.,,"[""EB03-047"", ""Miss.Valentine(Mikita)""]","[""local-catalog"", ""official-cardlist""]",EB03-047,0,,,,,,,,0,,,0,{}
170,EB03-048,EB03,048,One Piece Heroines Edition,Rebecca,R,Black,Character,2,-,1000,Wisdom,Dressrosa,,4,"[Blocker] [On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Dressrosa} type Stage card and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 {Dressrosa} type Stage card with a cost of 1 from your hand.",,"[""EB03-048"", ""Rebecca""]","[""local-catalog"", ""official-cardlist""]",EB03-048,0,,,,,,,,0,,,0,{}
171,EB03-049,EB03,049,One Piece Heroines Edition,I Knew You People Were Behind This.,C,Black,Event,1,-,-,-,Thriller Bark Pirates,,4,"[Main] You may rest 7 of your DON!! cards: If your Leader is [Perona], play up to 1 {Thriller Bark Pirates} type Character card with a cost of 6 or less and up to 1 {Thriller Bark Pirates} type Character card with a cost of 4 or less from your hand or trash. [Counter] Your Leader gains +3000 power during this battle.",,"[""EB03-049"", ""I Knew You People Were Behind This.""]","[""local-catalog"", ""official-cardlist""]",EB03-049,0,,,,,,,,0,,,0,{}
172,EB03-050,EB03,050,One Piece Heroines Edition,Conis,C,Yellow,Character,2,-,1000,Wisdom,Sky Island,,4,[On Play] Up to 1 of your {Sky Island} type Characters gains [Double Attack] during this turn. (This card deals 2 damage.),,"[""Conis"", ""EB03-050""]","[""local-catalog"", ""official-cardlist""]",EB03-050,0,,,,,,,,0,,,0,{}
173,EB03-051,EB03,051,One Piece Heroines Edition,Charlotte Smoothie,C,Yellow,Character,3,3000,2000,Special,Big Mom Pirates,,4,"[On Play] If you have a face-up Life card, K.O. up to 1 of your opponent's Characters with a cost of 2 or less. Then, turn all of your Life cards face-down.",,"[""Charlotte Smoothie"", ""EB03-051""]","[""local-catalog"", ""official-cardlist""]",EB03-051,0,,,,,,,,0,,,0,{}
174,EB03-052,EB03,052,One Piece Heroines Edition,Shirahoshi,R,Yellow,Character,3,-,1000,Wisdom,Merfolk/Fish-Man Island,,4,"[Activate: Main] You may trash this Character: If your Leader is [Shirahoshi], add 1 card from the top of your deck to the top of your Life cards. Then, all of your {Neptunian} type Characters gain +1000 power during this turn.",,"[""EB03-052"", ""Shirahoshi""]","[""local-catalog"", ""official-cardlist""]",EB03-052,0,,,,,,,,0,,,0,{}
175,EB03-053,EB03,053,One Piece Heroines Edition,Nami,SR,Yellow,Character,5,6000,1000,Special,Straw Hat Crew,,4,"[On Play] Give up to 1 rested DON!! card to your Leader. Then, if your opponent has 3 or more Life cards, add up to 1 card from the top of your opponent's Life cards to the owner's hand. [On K.O.] You may turn 1 card from the top of your Life cards face-up: Play up to 1 Character card with 6000 power or less from your hand.",,"[""EB03-053"", ""Extra Booster One Piece Heroines Edition Nami 053"", ""Nami""]","[""local-catalog"", ""official-cardlist""]",EB03-053,1,premium_rarity,sp,,,,EB03,,0,,,1,{}
176,EB03-054,EB03,054,One Piece Heroines Edition,Nico Robin,C,Yellow,Character,3,5000,-,Strike,Straw Hat Crew,,4,[On Play] You may trash 1 card from the top of your Life cards: Add up to 1 card from the top of your deck to the top of your Life cards.,[Trigger] You may trash 1 card from your hand: Play this card.,"[""EB03-054"", ""Nico Robin""]","[""local-catalog"", ""official-cardlist""]",EB03-054,0,,,,,,,,0,,,0,{}
177,EB03-055,EB03,055,One Piece Heroines Edition,Nico Robin,SR,Yellow,Character,7,8000,-,Strike,Straw Hat Crew,,4,"[On Play] You may trash 1 card from the top of your Life cards: If your Leader has the {Straw Hat Crew} type, add up to 2 cards from the top of your deck to the top of your Life cards. [Opponent's Turn] [On K.O.] You may deal 1 damage to your opponent.",,"[""EB03-055"", ""Nico Robin""]","[""local-catalog"", ""official-cardlist""]",EB03-055,1,premium_rarity,sp,,,,EB03,,0,,,1,{}
178,EB03-056,EB03,056,One Piece Heroines Edition,Belo Betty,C,Yellow,Character,4,3000,2000,Special,Revolutionary Army,,4,[On Play] You may turn 1 card from the top of your Life cards face-up: K.O. up to 1 of your opponent's Characters with a base cost of 3 or less.,,"[""Belo Betty"", ""EB03-056""]","[""local-catalog"", ""official-cardlist""]",EB03-056,0,,,,,,,,0,,,0,{}
179,EB03-057,EB03,057,One Piece Heroines Edition,Yamato,R,Yellow,Character,5,6000,1000,Strike,Land of Wano,,4,[On Play] Give up to 3 rested DON!! cards to your {Land of Wano} type Leader. [On K.O.] Trash up to 1 card from the top of your opponent's Life cards.,,"[""EB03-057"", ""Yamato""]","[""local-catalog"", ""official-cardlist""]",EB03-057,0,,,,,,,,0,,,0,{}
180,EB03-058,EB03,058,One Piece Heroines Edition,Lilith,R,Yellow,Character,5,6000,1000,Wisdom,Egghead/Scientist,,4,"[Your Turn] [On Play] If you have 2 or less Life cards, draw 1 card.","[Trigger] If your Leader is [Vegapunk], play this card.","[""EB03-058"", ""Lilith""]","[""local-catalog"", ""official-cardlist""]",EB03-058,0,,,,,,,,0,,,0,{}
181,EB03-059,EB03,059,One Piece Heroines Edition,S-Snake,R,Yellow,Character,6,7000,1000,Special,Seraphim/Egghead,,4,"[On Play] If your Leader has the {Egghead} type and you have 2 or more Life cards, add up to 1 Character card with a [Trigger] from your hand to the top of your Life cards face-up.",[Trigger] Up to 1 of your opponent's Characters with a cost of 6 or less other than [Monkey.D.Luffy] cannot attack during this turn.,"[""EB03-059"", ""S-Snake""]","[""local-catalog"", ""official-cardlist""]",EB03-059,0,,,,,,,,0,,,0,{}
182,EB03-060,EB03,060,One Piece Heroines Edition,Will You Be My Servant?,C,Yellow,Event,1,-,-,-,Straw Hat Crew,,4,"[Main] If your Leader is [Nami], look at 4 cards from the top of your deck; reveal up to 1 card with a cost of 2 to 8 and add it to your hand. Then, place the rest at the bottom of your deck in any order.",[Trigger] Activate this card's [Main] effect.,"[""EB03-060"", ""Will You Be My Servant?""]","[""local-catalog"", ""official-cardlist""]",EB03-060,0,,,,,,,,0,,,0,{}
183,EB03-061,EB03,061,One Piece Heroines Edition,Uta,SEC,Green,Character,7,8000,-,Special,FILM,,4,"[Activate: Main] [Once Per Turn] Set up to 1 of your DON!! cards as active. Then, rest up to 1 of your opponent's DON!! cards or Characters with a cost of 4 or less. [End of Your Turn] You may rest 1 of your DON!! cards: Set up to 1 of your {FILM} type Characters as active.",,"[""EB03-061"", ""Uta""]","[""local-catalog"", ""official-cardlist""]",EB03-061,0,,,,,,,,0,,,0,{}
184,EB03-062,EB03,062,One Piece Heroines Edition,Trafalgar Law,SEC,Yellow,Character,8,6000,1000,Slash,Heart Pirates,,4,"[Rush] [Activate: Main] You may trash 1 card from your hand and trash this Character: Add up to 1 card from the top of your deck to the top of your Life cards. Then, play up to 1 [Trafalgar Law] with a cost of 7 or less from your hand.",,"[""EB03-062"", ""Extra Booster One Piece Heroines Edition Trafalgar Law"", ""Trafalgar Law""]","[""local-catalog"", ""official-cardlist""]",EB03-062,0,,,,,,,,0,,,0,{}
185,EB04-001,EB04,001,Adventure on Kami's Island,Jewelry Bonney,L,Red/Yellow,Leader,,5000,,Special,Egghead/Bonney Pirates,4,,"[Opponent's Turn] If you have 1 or less Life cards, this Leader gains +2000 power.
[Activate: Main] [Once Per Turn] Give up to 1 of your opponent's Characters −1000 power during this turn. Then, if you have 2 or more Life cards, you may add 1 card from the top of your Life cards to your hand.",,"[""EB04-001""]","[""local-catalog"", ""official-cardlist"", ""local-corroboration""]",EB04-001,0,,,,,,,,0,,,0,{}
186,EB04-002,EB04,002,Adventure on Kami's Island,Jewelry Bonney,R,Red,Character,1,2000,1000,Special,Egghead/Bonney Pirates,,,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 {Egghead} or {Straw Hat Crew} type card other than [Jewelry Bonney] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,"[""EB04-002""]","[""local-catalog"", ""official-cardlist"", ""local-corroboration""]",EB04-002,0,,,,,,,,0,,,0,{}
187,EB04-003,EB04,003,Adventure on Kami's Island,Smoker & Tashigi,R,Red,Character,8,8000,,Slash/Special,Punk Hazard/Navy,,,"[Rush] (This card can attack on the turn in which it is played.)
[Opponent's Turn] Your {Navy} type Leader's base power becomes 7000.",,"[""EB04-003""]","[""local-catalog"", ""official-cardlist"", ""local-corroboration""]",EB04-003,1,premium_rarity,sp,,,,OP15,,0,,,1,{}
188,EB04-004,EB04,004,Adventure on Kami's Island,Zeff,C,Red,Character,7,8000,,Strike,East Blue,,,[When Attacking] Your Leader's base power becomes 7000 until the end of your opponent's next End Phase.,,"[""EB04-004""]","[""local-catalog"", ""official-cardlist"", ""local-corroboration""]",EB04-004,0,,,,,,,,0,,,0,{}
189,EB04-005,EB04,005,Adventure on Kami's Island,Trafalgar Law,C,Red,Character,3,5000,2000,Slash,The Seven Warlords of the Sea/Supernovas/Heart Pirates,,,This Character cannot attack unless your opponent has 2 or more Characters with a base power of 5000 or more.,,"[""EB04-005""]","[""local-catalog"", ""official-cardlist"", ""local-corroboration""]",EB04-005,0,,,,,,,,0,,,0,{}
190,EB04-006,EB04,006,Adventure on Kami's Island,Moda,C,Red,Character,1,,2000,Wisdom,Lulucia Kingdom,,,"[On Play] Look at 7 cards from the top of your deck; reveal up to 1 [Lulucia Kingdom] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,"[""EB04-006""]","[""local-catalog"", ""official-cardlist"", ""local-corroboration""]",EB04-006,0,,,,,,,,0,,,0,{}
191,EB04-007,EB04,007,Adventure on Kami's Island,Roronoa Zoro,SR,Red,Character,7,9000,,Slash,Egghead/Straw Hat Crew,,,"[On Play] Your Leader gains +2000 power until the end of your opponent's next End Phase.
[Activate: Main] [Once Per Turn] If your opponent has a Character with 8000 power or more, this Character gains [Rush: Character] during this turn.",,"[""EB04-007""]","[""local-catalog"", ""official-cardlist"", ""local-corroboration""]",EB04-007,0,,,,,,,,0,,,0,{}
192,EB04-008,EB04,008,Adventure on Kami's Island,Distorted Future,R,Red,Event,1,,,,Egghead/Bonney Pirates,,,"[Main] If you have 2 or less Life cards, give up to 1 of your opponent's Characters −3000 power during this turn.
[Counter] Your Leader gains +3000 power during this battle.",,"[""EB04-008""]","[""local-catalog"", ""official-cardlist"", ""local-corroboration""]",EB04-008,0,,,,,,,,0,,,0,{}
